id,titolo,descrizione,programma,tipo,stato,data_apertura,data_chiusura,budget_totale,contributo_max,beneficiari,settore,keywords,ente,link
,Knowledge Transfer Network (KTN),SESAR  2020 Exploratory Research and Very Large Scale Demonstrations Open Call ,31045243,1,31094503,2016-12-15T00:00:00.000+0000,2017-05-11T00:00:00.000+0000,,,,,"CST Communications and Systems Technology, APT Airport Traffic Management, RDM R&D Management and Co-ordination, Aeronautics policy, Inter-modal",H2020-SESAR-2016-2,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Implementation and operation of cross-cutting services and solutions for clusters of ESFRI and other relevant research infrastructure initiatives,Developing new world-class research infrastructures,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-09-02T00:00:00.000+0000,,,,,"MEDICAL AND HEALTH SCIENCES, Knowledge infrastructure, AGRICULTURAL SCIENCES, SOCIAL SCIENCES, Social sciences and humanities",H2020-INFRADEV-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Scaling up and demonstration of a multi-MW Fuel Cell system for shipping,FCH2 JU call for proposals 2019,31045243,1,31094503,2019-01-15T00:00:00.000+0000,2019-04-23T00:00:00.000+0000,,,,,"International cooperation, Electrical and electronic engineering, Ocean engineering, Civil engineering, maritime/hydraulic engineering,, Market-creating innovation",H2020-JTI-FCH-2019-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth,"Horizon 2020 dedicated SME Instrument Phase 1 and 2, 2014-2015",31045243,1,31094503,2014-03-03T00:00:00.000+0000,2014-10-09T00:00:00.000+0000,,,,,"Metagenomics of marine communities, Biodiscovery of marine organisms, Marine biodiversity, Genomics, Protein synthesis, modification and turnover",H2020-SMEInst-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Cloud Computing: towards a smart cloud computing continuum,Information and Communication Technologies,31045243,1,31094503,2019-11-19T00:00:00.000+0000,2020-06-17T00:00:00.000+0000,,,,,"Information Security, Cloud Infrastructures, Artificial intelligence, intelligent systems, mult, Software Design & Development, Cloud computing",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Boost synergies between artists, creative people and technologists",Information and Communication Technologies Call,31045243,1,31094503,2015-10-20T00:00:00.000+0000,2016-04-12T00:00:00.000+0000,,,,,"Product innovation, Technological innovation, Technology transfer, Wearable technologies, Process innovation",H2020-ICT-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Protection of the euro against counterfeiting,Protection of the euro against counterfeiting,43252433,1,31094503,2023-02-15T00:00:00.000+0000,2023-04-20T00:00:00.000+0000,,,,,"Falsification, Fraud, coinage, Euro, Forged",PERI-2023-ANTI-COUNTERFEIT,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstration of Fuel Cell applications for mid-size passenger ships or inland freight,FCH2 JU call for proposals 2018,31045243,1,31094503,2018-01-16T00:00:00.000+0000,2018-04-24T00:00:00.000+0000,,,,,"Electrochemistry, batteries and fuel cells, Fuel cell technology, Boat and yacht construction, Marine biotechnology incl. marine biofuels, mid-size passenger ships",H2020-JTI-FCH-2018-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Mapping a path to future supply chains ,"CALL FOR NANOTECHNOLOGIES, ADVANCED MATERIALS, BIOTECHNOLOGY AND PRODUCTION",31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-01-19T00:00:00.000+0000,,,,,"Social sciences and humanities, Cross-cutting Key-Enabling Technologies (KETs), Robotics and automatic control, Integrated platforms and systems and Human Factors, Open Innovation",H2020-NMBP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Inclusive and sustainable growth through cultural and creative industries and the arts,SOCIOECONOMIC AND CULTURAL TRANSFORMATIONS IN THE CONTEXT OF THE FOURTH INDUSTRIAL REVOLUTION,31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-03-13T00:00:00.000+0000,,,,,"Historical geography, Gender research, Gender, Digital Social Innovation, Social sciences and humanities",H2020-SC6-TRANSFORMATIONS-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Transition in coal intensive regions,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2018-05-15T00:00:00.000+0000,2018-09-06T00:00:00.000+0000,,,,,"Social sciences and humanities, Cultural and economic geography, Environmental sciences (social aspects), Urban studies (Planning and development)",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Town-Twinning,Call for proposals for town-twinning and networks of towns,43251589,1,31094503,2021-05-20T00:00:00.000+0000,2021-08-26T00:00:00.000+0000,,,,,"Gender, Authoritarian regimes, Raising awarness of children and/or young people, Transparency, Europe in a changing world",CERV-2021-CITIZENS-TOWN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth,"Horizon 2020 dedicated SME Instrument Phase 1 and 2, 2014-2015",31045243,1,31094503,2014-12-18T00:00:00.000+0000,2015-03-18T00:00:00.000+0000,,,,,"Prokaryotic biology, Marine ecosystems and processes, Downstream applications of marine biotechnology, Marine biodiversity, Feasibility analysis",H2020-SMEInst-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Socio-eco-economics – socio-economics in ecological approaches,Sustainable Food Security – Resilient and resource-efficient value chains,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-14T00:00:00.000+0000,,,,,"Horticultural economics, Organic farming, Microeconomics, behavioural economics, Gender, Natural resources and environmental economics",H2020-SFS-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,The European mobility culture of tomorrow: Reinventing the wheel?,2018-2020 Mobility for Growth,31045243,1,31094503,2019-12-03T00:00:00.000+0000,2020-04-28T00:00:00.000+0000,,,,,"Gender, Behavioural sciences, Cultural anthropology, Social innovation, Philosophy, History and philosophy of science and",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Understanding migration mobility patterns: elaborating mid and long-term migration scenarios,MIGRATION ,31045243,1,31094503,2018-11-06T00:00:00.000+0000,2019-03-14T00:00:00.000+0000,,,,,"Global and transnational governance, international, Population dynamics, aging, health and society, History, Political systems and institutions, governance, Social issues",H2020-SC6-MIGRATION-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Actions to bridge the divide in European health research and innovation,Personalised Medicine,31045243,1,31094503,2016-07-28T00:00:00.000+0000,2017-04-11T00:00:00.000+0000,,,,,"Capacity building, Related to regional development, Innovation strategies, Competitiveness, innovation, research and developm, Innovation policy",H2020-SC1-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support for enhancing and demonstrating the impact of KET Biotechnology projects,"CALL FOR NANOTECHNOLOGIES, ADVANCED MATERIALS, BIOTECHNOLOGY AND PRODUCTION",31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-01-19T00:00:00.000+0000,,,,,"Industrial bioengineering, Synthetic biology, chemical biology and new bio-en, Industrial biotechnology, Biotechnology (non-medical), bioreactors, applied, disruptive",H2020-NMBP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Enhanced security of, and combating the frauds on, identity management and identity and travel documents",Border Management 2022,43108390,1,31094503,2022-06-30T00:00:00.000+0000,2022-11-23T00:00:00.000+0000,,,,,"Customs authorities, Artificial Intelligence, Digital Agenda, Identity and trust management, Border and external security",HORIZON-CL3-2022-BM-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Partnering environment for FET flagships,FET FLAGSHIPS – Tackling grand interdisciplinary science and technology challenges,31045243,1,31094503,2015-11-10T00:00:00.000+0000,2016-03-01T00:00:00.000+0000,,,,,"ERA-NET, Brain simulation; brain modelling; molecular neuro, Disruptive innovation, Graphene, layered material, Brain research",H2020-FETFLAG-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Resilience and mental wellbeing of the health and care workforce,"Ensuring access to innovative, sustainable and high-quality health care (Single stage - 2023)",43108390,1,31094503,2023-01-12T00:00:00.000+0000,2023-04-13T00:00:00.000+0000,,,,,"Nursing, Healthcare system, Mental health, Health promotion, Wellbeing",HORIZON-HLTH-2023-CARE-04,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Long-term needs of different actors in the railway sector,SHIFT2RAIL JOINT UNDERTAKING CALL FOR PROPOSALS 2015,31045243,1,31094503,2015-12-17T00:00:00.000+0000,2016-03-17T00:00:00.000+0000,,,,,"Social sciences and humanities, Rail Transport, Transport management, Open Science, Transport planning and social aspects of transport",H2020-S2RJU-2015-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Innovative efficient biorefinery technologies,BIO BASED INDUSTRIES JOINT UNDERTAKING,31045243,1,31094503,2015-08-25T00:00:00.000+0000,2015-12-03T00:00:00.000+0000,,,,,"Bioprocessing technologies (industrial processes r, Forestry, biomass production (e.g. for biofuels), Ecodesign, Life Cycle Analysis, Bioproducts (products that are manufactured using, Agriculture / Forestry / Rural Development",H2020-BBI-PPP-2015-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,ICT Innovation for agriculture – Digital Innovation Hubs for Agriculture,Rural Renaissance,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Demand driven innovation, Business model innovation, New business opportunities, Product innovation, Agriculture, Forestry, and Fisheries",H2020-RUR-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Marine Accident Response,2018-2020 Mobility for Growth,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-01-31T00:00:00.000+0000,,,,,"FPS Fire protection systems, Search and Rescue and evacuation, Open Science, International cooperation, Social sciences and humanities",H2020-MG-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Cultural literacy of young generations in Europe,UNDERSTANDING EUROPE - PROMOTING THE EUROPEAN PUBLIC AND CULTURAL SPACE,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"Gender in media and communication, Education policy, Gender in education, Informal education, Social structure, inequalities, social mobility, i",H2020-SC6-CULT-COOP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Innovation procurement networks,Information and Communication Technologies Call,31045243,1,31094503,2016-12-08T00:00:00.000+0000,2017-04-25T00:00:00.000+0000,,,,,"Technology commercialisation, Innovative procurement, Innovation Procurement, Demand driven innovation, Public sector innovation",H2020-ICT-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Jean Monnet Networks on Foreign Policy Issues,Jean Monnet Policy Debate,43353764,1,31094503,2021-11-25T00:00:00.000+0000,2022-03-01T00:00:00.000+0000,,,,,"Language training and learning, Social sciences, History, Europe for citizens, Economic history",ERASMUS-JMO-2022-NETWORKS,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,A COMPREHENSIVE ‘PAEDIATRIC PRECLINICAL POC PLATFORM’ TO ENABLE CLINICAL MOLECULE DEVELOPMENT FOR CHILDREN WITH CANCER,H2020-JTI-IMI2-2015-07-two-stage,31045243,1,31094503,2015-12-18T00:00:00.000+0000,2016-03-17T00:00:00.000+0000,,,,,"Anticancer therapy, Oncology, Cancer and its biological basis, Paediatrics, Biomarkers",H2020-JTI-IMI2-2015-07-two-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstrate highly performant renewable technologies for combined heat and power (CHP) generation and their integration in the EU's energy system,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"Accelerating Clean Energy Innovation, Combined Heat & Power - general, Geothermal, renewable power, solar thermal",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Increase the competitiveness of the EU PV manufacturing industry ,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2018-09-05T00:00:00.000+0000,2018-12-11T00:00:00.000+0000,,,,,"Photovoltaics, Cross-cutting Key-Enabling Technologies (KETs), Accelerating Clean Energy Innovation, thin-film, Initiative for Global Leadership",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Innovative technologies for sustainable and decarbonised extraction (RIA),RESILIENT VALUE CHAINS 2023,43108390,1,31094503,2022-12-08T00:00:00.000+0000,2023-04-20T00:00:00.000+0000,,,,,"Civil engineering, Environmental engineering, Chemical engineering, Mining and mineral processing, critical raw materials",HORIZON-CL4-2023-RESILIENCE-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Improving mutual understanding among Europeans by working through troubled pasts,UNDERSTANDING EUROPE - PROMOTING THE EUROPEAN PUBLIC AND CULTURAL SPACE,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"Informal education, Cultural heritage, cultural memory, Social structure, inequalities, social mobility, i, Modern and contemporary history, Social and economic history",H2020-SC6-CULT-COOP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Meeting new societal needs by using emerging technologies in the public sector,"Overcoming the crisis: new ideas, strategies and governance structures for Europe",31045243,1,31094503,2014-12-10T00:00:00.000+0000,2015-05-28T00:00:00.000+0000,,,,,"Open data, Internet Services & Applications, Social sciences and humanities, Participatory Innovation, Public sector innovation",H2020-EURO-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,International network to promote cultural heritage innovation and diplomacy,Greening the economy in line with the Sustainable Development Goals (SDGs),31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-02-27T00:00:00.000+0000,,,,,"Tangible cultural heritage, Scientific publication, Gender, Ethics in research and innovation, Technology development",H2020-SC5-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Food systems and water resources for the development of inclusive, sustainable and healthy Euro-Mediterranean societies",Greening the Economy,31045243,1,31094503,2015-10-15T00:00:00.000+0000,2016-01-26T00:00:00.000+0000,,,,,"Pollution (water, soil), waste disposal and treatm, Water management, Plant breeding and plant protection, Agriculture / Rural Development / Fisheries, Environment, resources and sustainability",H2020-SC5-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Demonstration/pilot activities ,Water Innovation: Boosting its value for Europe,31045243,1,31094503,2014-12-10T00:00:00.000+0000,2015-04-21T00:00:00.000+0000,,,,,"Water policy, Contractual public-private partnership, Technology management, Wastewater management, Industrial innovation policy",H2020-WATER-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Culture, integration and European public space",UNDERSTANDING EUROPE - PROMOTING THE EUROPEAN PUBLIC AND CULTURAL SPACE,31045243,1,31094503,2016-10-04T00:00:00.000+0000,2017-02-02T00:00:00.000+0000,,,,,"Political systems and institutions, governance, Social structure, inequalities, social mobility, i, ERA-NET, Social policies, work and welfare, International cooperation",H2020-SC6-CULT-COOP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Resolve logistical, infrastructural and technological challenges to valorise residual and side streams from aquaculture, fisheries and the aquatic biomass processing industries",H2020-BBI-JTI-2018,31045243,1,31094503,2018-04-11T00:00:00.000+0000,2018-09-06T00:00:00.000+0000,,,,,"Aquaculture marketing, Cross-cutting Key-Enabling Technologies (KETs), Life cycles of farmed aquatic species, Aquaculture waste management, Industrial biotechnology",H2020-BBI-JTI-2018,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Advancing the integration of Materials Modelling in Business Processes to enhance effective industrial decision making and increase competitiveness,"CALL FOR NANOTECHNOLOGIES, ADVANCED MATERIALS, BIOTECHNOLOGY AND PRODUCTION",31045243,1,31094503,2015-10-15T00:00:00.000+0000,2015-12-08T00:00:00.000+0000,,,,,"Numerical analysis, simulation, optimisation, mode, Simulation engineering and modelling, Materials modelling",H2020-NMBP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Strategic cooperation partnerships,Water Innovation: Boosting its value for Europe,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-04-08T00:00:00.000+0000,,,,,"Gender, Water resources, International cooperation, Knowledge and Technology transfer, New business opportunities",H2020-WATER-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Communication,Navigation and Surveillance (CNS)",Exploratory Research H2020 Call 1,31045243,1,31094503,2015-03-24T00:00:00.000+0000,2015-06-25T00:00:00.000+0000,,,,,"Global Satellite Navigation System (GNSS) / Servic, ALO Airline Operations, APO Airport Operations, GNSS systems and ground-related technologies, GNSS receivers",H2020-SESAR-2015-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Innovations in Titanium investment casting of lightweight structural components for aero engines,Clean Sky 2 Call for Proposals 03,31045243,1,31094503,2016-03-22T00:00:00.000+0000,2016-06-02T00:00:00.000+0000,,,,,"Manufacturing of aircrafts, The manufacturing aeronautics industry, SAD Structural Analysis and Design, Alloys, Engines",H2020-CS2-CFP03-2016-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,High density uranium fuel and targets for the production of medical radioisotopes,EURATOM Fission,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-09-17T00:00:00.000+0000,,,,,"Nuclear physics, Radiation and nuclear chemistry, Nuclear, International cooperation, Molybdenum-99",NFRP-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"INCREASE ACCESS AND USE OF HIGH QUALITY DATA TO IMPROVE CLINICAL OUTCOMES IN HEART FAILURE (HF), ATRIAL FIBRILLATION (AF), AND ACUTE CORONARY SYNDROME (ACS) PATIENTS",H2020-JTI-IMI2-2015-07-two-stage,31045243,1,31094503,2015-12-18T00:00:00.000+0000,2016-03-17T00:00:00.000+0000,,,,,"Acute syndroms, Cardiovascular diseases, Arrhythmias, Translational medicine, Biomarkers",H2020-JTI-IMI2-2015-07-two-stage,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Development and roll-out of innovative energy efficiency services,Energy Efficiency Call 2016-2017,31045243,1,31094503,2016-03-15T00:00:00.000+0000,2016-09-15T00:00:00.000+0000,,,,,"Financing sustainable energy, Financing mechanisms, Energy efficiency - general, Financing for energy efficiency, EFSI",H2020-EE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support for multi programmes – Information and promotion about fresh fruit and vegetables in the context of proper dietary practices,Call for proposals for multi programmes 2019 – Promotion of agricultural products,31072773,1,31094503,2019-01-15T00:00:00.000+0000,2019-04-16T00:00:00.000+0000,,,,,"agricultural products export, co-funding, agriculture funding agencies, internal market, marketing",AGRI-MULTI-2019,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Maintaining access to regular health and care services in case of cross-border emergencies,"Ensuring access to innovative, sustainable and high-quality health care (Single stage - 2023)",43108390,1,31094503,2023-01-12T00:00:00.000+0000,2023-04-13T00:00:00.000+0000,,,,,"Social sciences and humanities, Medical service, Healthcare system, Public health policies, Health policy and services",HORIZON-HLTH-2023-CARE-04,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Solutions for reduced maintenance, increased reliability and extended life-time of off-shore wind turbines/farms",COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2016-05-11T00:00:00.000+0000,2016-09-08T00:00:00.000+0000,,,,,"Renewable energy sources - general, Wind, Offshore Technologies, renewable energy, renewable energies",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EGS in different geological conditions,COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2017-05-11T00:00:00.000+0000,2017-09-07T00:00:00.000+0000,,,,,"Renewable energy sources - general, Geothermal, geothermal energy, EGS systems, renewable energies",H2020-LCE-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support for multi programmes - Sustainability of Union agriculture (Topic 3),Call for proposals for multi programmes 2022 – Promotion of agricultural products,43298664,1,31094503,2022-01-20T00:00:00.000+0000,2022-04-21T00:00:00.000+0000,,,,,"agri-food, co-funding, agricultural products export, how to apply for EU funding agriculture, awareness",AGRIP-MULTI-2022,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,5G PPP – 5G innovations for verticals with third party services,Information and Communication Technologies,31045243,1,31094503,2019-11-19T00:00:00.000+0000,2020-06-17T00:00:00.000+0000,,,,,"Contractual public-private partnership, 5G",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Advanced anion exchange membrane electrolysers for low-cost hydrogen production for high power range applications,HORIZON-JTI-CLEANH2-2024,43108390,1,31094503,2024-01-18T00:00:00.000+0000,2024-04-17T00:00:00.000+0000,,,,,Hydrogen,HORIZON-JTI-CLEANH2-2024,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Alleviating household energy poverty and vulnerability in Europe,LIFE Clean Energy Transition,43252405,1,31094503,2023-05-11T00:00:00.000+0000,2023-11-16T00:00:00.000+0000,,,,,,LIFE-2023-CET,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Boosting heat pump deployment through alternative models and skilled installers,LIFE Clean Energy Transition,43252405,1,31094503,2023-05-11T00:00:00.000+0000,2023-11-16T00:00:00.000+0000,,,,,,LIFE-2023-CET,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,European Energy Communities Facility,LIFE Clean Energy Transition,43252405,1,31094503,2023-05-11T00:00:00.000+0000,2023-11-16T00:00:00.000+0000,,,,,,LIFE-2023-CET,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Pushing the limit of physical intelligence and performance (RIA),Digital and emerging technologies for competitiveness and fit for the green deal,43108390,1,31094503,2022-06-16T00:00:00.000+0000,2022-11-16T00:00:00.000+0000,,,,,"Artificial intelligence, intelligent systems, mult, Artificial Intelligence, Digital Agenda, Electrical and electronic engineering, Computer sciences, information science and bioinfo",HORIZON-CL4-2022-DIGITAL-EMERGING-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Strand A: Clusters Go International – All Sectors,Clusters Go International,31059643,1,31094503,2020-09-30T00:00:00.000+0000,2020-12-02T00:00:00.000+0000,,,,,"SME, cluster, partnership, dual use, cross-sectoral",COS-CLUSINT-2020-3-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Social innovations as enablers of security solutions and increased security perception,Strengthened Security Research and Innovation 2022,43108390,1,31094503,2022-06-30T00:00:00.000+0000,2022-11-23T00:00:00.000+0000,,,,,"Detection technology, Trafficking in human beings, Violent radicalisation, Knowledge transfer, Command and Control",HORIZON-CL3-2022-SSRI-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Building international efforts on population and patient cohorts,"Better Health and care, economic growth and sustainable health systems",31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-04-18T00:00:00.000+0000,,,,,"Patient stratification, Technologies involving identifying the functioning, Health determinants, Cohort studies, Open Science",H2020-SC1-BHC-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Women TechEU,Elevating the scalability potential of European business (2022.2),43108390,1,31094503,2022-06-21T00:00:00.000+0000,2022-10-04T00:00:00.000+0000,,,,,"Energy, Agriculture / Rural Development / Fisheries, Earth and related environmental sciences, Food and beverages, Health",HORIZON-EIE-2022-SCALEUP-02,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Impacts of low dose radiation exposure ,Euratom fission 2016-2017,31045243,1,31094503,2016-05-11T00:00:00.000+0000,2016-10-05T00:00:00.000+0000,,,,,"Social sciences and humanities, Biochemistry and molecular biology, Open Science, Medical physics, Radiation (risk assesment, mitigation, protection,",NFRP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Efficient pre-treatment of lignocellulosic feedstock to advanced bio-based chemicals and biomaterials,BIO BASED INDUSTRIES PPP,31045243,1,31094503,2014-07-09T00:00:00.000+0000,2014-10-15T00:00:00.000+0000,,,,,"Impact Assessment, Sustainability, Agriculture / Forestry / Rural Development, Biomass, Bioproducts (products that are manufactured using",H2020-BBI-PPP-2014-1,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Dedicated hardware architectures for energy-efficient AI,Call for EDF research actions  implemented via actual cost grants,44181033,1,31094503,2023-06-22T00:00:00.000+0000,2023-11-22T00:00:00.000+0000,,,,,,EDF-2023-RA,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Call for proposals to develop early warning features and guidance in the area of pricing through the EURIPID database, based on competition cases",Action Grants 2022 - first wave,43332642,1,31094503,2022-02-22T00:00:00.000+0000,2022-05-24T00:00:00.000+0000,,,,,,EU4H-2022-PJ,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials,"Horizon 2020 dedicated SME Instrument Phase 1 and 2, 2014-2015",31045243,1,31094503,2014-03-03T00:00:00.000+0000,2014-10-09T00:00:00.000+0000,,,,,"Waste management, Natural resources and environmental economics, SME instrument, Computer aided design, Materials engineering (biomaterials, metals, ceram",H2020-SMEInst-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Safe by design, from science to regulation: metrics and main sectors (RIA)",FOUNDATIONS FOR TOMORROW’S INDUSTRY,31045243,1,31094503,2018-10-16T00:00:00.000+0000,2019-01-23T00:00:00.000+0000,,,,,"Open Innovation, Open Science, Social sciences and humanities, Nanotechnology, nano-materials, nano engineering, International cooperation",H2020-NMBP-TO-IND-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Regenerative ocean farming in the Baltic Sea Region,Regional flagships projects supporting sustainable blue economy in EU sea basins,43392145,1,31094503,2022-10-13T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,,,,,"Fisheries and aquaculture, Aquaculture production systems, Marine Ecosystems Restoration, Sustainable Blue Economy, Marine Environment",EMFAF-2023-PIA-FLAGSHIP,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
